0: [4, 0.050353020155285887, 0.10999218559990089, 0.27370412872863809, 0.45266768788005274, 0.11328297763612226, 4] - 4 - 5 --> off by 1 star
1: [4, 0.038311838708563473, 0.11227098591419017, 0.32587642714130594, 0.39009893558042968, 0.13344181265551064, 4] - 4 - 4 --> spot on!
2: [2, 0.043098672887999387, 0.068425123294805587, 0.27044852226566823, 0.54073887031428436, 0.077288811237241919, 4] - 1 - 3 --> off by 2 star
3: [4, 0.050353020155285887, 0.10999218559990089, 0.27370412872863809, 0.45266768788005274, 0.11328297763612226, 4] - 4 - 5 --> off by 1 star
4: [2, 0.050353020155285887, 0.10999218559990089, 0.27370412872863809, 0.45266768788005274, 0.11328297763612226, 4] - 1 - 1 --> spot on!
5: [4, 0.077536293631685918, 0.053493951925043595, 0.085990283021153247, 0.52743981537730766, 0.2555396560448096, 4] - 4 - 3 --> off by 1 star
6: [1, 0.75643623846193486, 0.0415687391428727, 0.053136985723235997, 0.090260974024495885, 0.058597062647461035, 1] - 1 - 1 --> spot on!
7: [4, 0.15643713512929669, 0.080985936562974772, 0.14420271726562073, 0.44987410827105812, 0.16850010277104982, 4] - 4 - 4 --> spot on!
8: [5, 0.017247647616204811, 0.01836199680228524, 0.038656073985486733, 0.20593560489282756, 0.71979867670319531, 4] - 5 - 5 --> spot on!
9: [4, 0.04292825395560744, 0.052070345371302534, 0.077549464037350468, 0.27940393712337824, 0.54804799951236138, 4] - 4 - 5 --> off by 1 star
10: [1, 0.04613711366116309, 0.028837206118224965, 0.12253819996057219, 0.32971763647889452, 0.47276984378114539, 1] - 1 - 1 --> spot on!
11: [5, 0.039060412382583079, 0.030455929311477104, 0.090185822313876021, 0.35245518801405107, 0.48784264797801241, 5] - 5 - 5 --> spot on!
12: [4, 0.077843353990321482, 0.039535237998943762, 0.10639961310321301, 0.51145458791820531, 0.264767206989316, 4] - 4 - 1 --> off by 3 star
13: [4, 0.028285076622530228, 0.0849931389600833, 0.35706589558309704, 0.34446069188018869, 0.18519519695410033, 4] - 4 - 1 --> off by 3 star
14: [4, 0.039848392655295994, 0.031804950138926098, 0.13830862740609032, 0.48209437757478368, 0.30794365222490411, 4] - 4 - 4 --> spot on!
15: [5, 0.022629658010630358, 0.058204335396168178, 0.23880875161449197, 0.42269979044200362, 0.25765746453670607, 5] - 5 - 5 --> spot on!
